id,tweet_text,time_will_tell,distrust_experts,too_fast_early_dev,natural_traditional_is_better,liberty_freedom,hidden_motives,scapegoat,defend_the_weak,wicked_fairness,none,source
1787,Not when it kills another human life Follow th science ppl were mandated 2 take COVID vaccine or lose their job Even when they had natural immunity after having COVID They weren't given 'control over their own body' vaccine didn't give immunity/keep them from transmitting COVID,0,0,0,1,1,0,0,0,0,0,vaccine
1788,"Just remember that the same ppl flipping out saying it's an attack on 'freedom' for the abortion thing, had no problem having the government force you to get vaccinated and fired for refusing an experimental vaccine.",0,0,0,0,1,0,0,0,0,0,vaccine
1789,to keep my job.. i was forced to get the vaccine and booster.. this doesn't count??,0,0,0,0,1,0,0,0,0,0,vaccine
1790,There you go you experimental vaccine junkies !!!,0,0,0,0,0,0,0,0,0,1,vaccine
1791,I must say you are a devout true believer of 'The Science'. You have earned your passage into the paradise afterlife that will be filled with boundless masks and vaccines of your choosing. The holy prophet Fauci is smiling down at you for your covidian piety ??MaskBeUponYou,0,0,0,0,0,0,0,0,0,1,vaccine
1792,A bit of a cheek to stand up for an individual's right to choose what they can do with their own body now. Aren't you the President that was forcing people out of jobs if they didn't take a vaccine? ?? What's French for 'hypocrisy'..? ??,0,0,0,0,1,0,0,0,0,0,vaccine
1793,"The insistence on mandatory vaccines over bodily autonomy objections does not play well now regarding abortion. My body my choice rings hollow after mandated vaccines that affected access to jobs, school, society",0,0,0,0,1,0,0,0,0,0,vaccine
1794,Except for vaccines. Dems and others can force Americans to take an untested vaccine e or lose your livelihood. Just stop.,0,0,1,0,1,0,0,0,0,0,vaccine
1795,What's happening in ISREAL creates a big problem for Herr Jermany and these covid vaccine junkies..,0,0,0,0,0,0,0,0,0,1,vaccine
1796,"Except if they don't take the vaccine, then they should be fired from their jobs... ????",0,0,0,0,1,0,0,0,0,0,vaccine
1797,Mistake to Recommend COVID-19 Vaccines for All Children: Top Danish Health Official SCOTUS SHOULD TOSS OUT MANDATES AS UNCONSTITUTIONAL PARENTS SHOULD HAVE CONTROL NOT NOTA MOM KAMALA OR CRAZY JOE,0,0,0,0,0,0,0,1,0,0,vaccine
1798,"Like I've said so many times, the left HATES children. This is why they are jabbed with experimental vaccines and locked down from going to school w 99.9 % survival rate. They sacrifice children non stop.",0,0,0,0,1,0,0,1,0,0,vaccine
1799,Bc where was all this when they were literally forcing vaccines on ppl to keep their job ................... To go to school......... to go eat out ..............,0,0,0,0,1,0,0,0,0,0,vaccine
1800,4000 Queensland healthcare workers fired today for not allowing themselves to be injected with the experimental covid vaccine. Makes you think when those who see 'covid' and the injection reactions firsthand opt to walk away from their careers. Subscribe:,0,0,0,0,1,0,0,0,0,0,vaccine
1801,WHO going after the African countries who stood up and voted against the health treaty. They are going to pay them back by forcing vaccines on them. Trudeau was just in Rwanda for no reason.They'll be the first county to force vaccinate their citizens .,0,0,0,0,1,0,0,0,0,0,vaccine
1802,"It means they are not going to get rid of this vaccine passport crap, and Australians have to say no to the EU..otherwise your going to be either stuck taking every vaccine or unlawfully restricted from movement..",0,0,0,0,1,0,0,0,0,0,vaccine
1803,"How can consequences fornines actions be justified when the mandate that was supposed to protect people didn't provide the very protection intimated? The covid vaccines don't stop infection or transmission, yet the mandates caused more societal destruction than the virus.",0,0,0,0,0,0,0,0,0,1,vaccine
1804,"The vaccines are proven to fail & to damage peoples immune system, making them more at risk from covid & other diseases, than the unvaccinated. Why are you not telling Trudeau to resign? Why are you not demanding how our 'expert' gets a pay raise, despite this clear failure?",0,0,0,0,0,0,0,0,0,1,vaccine
1805,Politicians around the world with connections to big pharma and the WHO pushing unapproved vaccines are doing it to make themselves (and their friends) rich. Never has or never will be about the welfare of the people they're meant to be serving.,0,0,1,0,0,1,0,0,0,0,vaccine
1806,Folks Not Again The Quack Doctor Anthony Vinnie Boombatz Fauci Is Requiring To Get Your Monkeypox Vaccine OR You Can Face Jail Time Anthony Vinnie Boombatz Fauci - 2005 National Medal of Science,0,0,0,0,0,0,0,0,0,1,vaccine
1807,Politicians shouldn't have made the decision to kill nursing home patients by putting covid patients with them Politicians shouldn't be telling anybody to get the covid vaccine. You're just another lover of baby killing.,0,0,0,0,0,0,0,1,0,0,vaccine
1808,"The High Cost of Disparaging Natural Immunity to Covid Vaccines were wasted on those who didn't need them, and people who posed no risk lost jobs' Wall Street Journal",0,0,0,0,1,0,0,0,0,0,vaccine
1809,"Haha, well everyone knows about Gates father. Bill you can still carry on his legacy with your vaccines. Scumbag",0,0,0,0,0,0,1,0,0,0,vaccine
1810,So many sheeple are brainwashed to the truth that the vax is not a vax. How many times in the past has there been a vaccine you have to take 4 ormore shots of? NONE!,0,0,0,0,0,0,0,0,0,1,vaccine
1811,Breaking News: Justin Trudeau is for bodily autonomy and against vaccine mandates.,0,0,0,0,0,0,0,0,0,1,vaccine
1812,"This POS preaching about choice after mask mandates, (even for children) vaccine mandates and shutting down schools and businesses. Getting medical personnel fired after they were on the front wall? FH.",0,0,0,0,1,0,0,0,0,0,vaccine
1813," you're wrong. No one should have the right to choose to vaccinate or not. Humans should not have that right. They should be shamed, jailed and forced to vaccinate while in jail. They should be forced to make you vaccine garlands for your office, too! ??",0,0,0,0,1,0,0,0,0,0,vaccine
1814,But they can mandate vaccines right? Fucking clown,0,0,0,0,0,0,0,0,0,1,vaccine
1815,Health (Death) Secretary  completely ratiod with his latest pro experimental vaccine tweet. 2.3m followers and 93 likes! Tide is turning,0,0,0,0,0,0,0,0,0,1,vaccine
1816,"Can I say this about Vaccines? Foreal, I know some people that got fire from their livelihoods because of it.",0,0,0,0,1,0,0,0,0,0,vaccine
1817,"Funding: Schmidt Science Fellowship in partnership with the Rhodes Trust, WHO, UK Medical Research Council, Gavi, the Vaccine Alliance, Bill & Melinda Gates Foundation, National Institute for Health Research, and Community Jameel.",0,0,0,0,0,0,0,0,0,1,vaccine
1818,Seems like pro vaccine mandate people didn't mind when people lost their jobs to keep autonomy and look at you now.,0,0,0,0,1,0,0,0,0,0,vaccine
1819,"Who Made Bill Gates the Health Expert of the World? He Clearly Has a Bias Which Is Distorting Public Health 'You have an individual with a bias towards one solution, that being a vaccine solution, almost to the exclusion of all others???? ????""",0,0,0,1,0,1,0,0,0,0,vaccine
1820,"1. 'This lot'=covid denialists, 'COVID is just flu', 'vaccines will kill us', 'masks are health risks', 'this is all a conspiracy', 'Bill Gates is trying to control us all', 'Trump is a hero' ignoramuses using fake or manipulated or misinterpreted stats 2. This is a 'roll'... ??",0,0,0,0,0,0,0,0,0,1,vaccine
1821,People were literally forced into getting injected with 6 months experimented vaccines and NO FREEDOM OF CHOICE was given to em. But now...?,0,0,1,0,1,0,0,0,0,0,vaccine
1822,Meanwhile the premier  listens to ppl like his daughter who believes Bill Gates wants to control our brains w/vaccines.,0,0,0,0,0,0,0,0,0,1,vaccine
1823,The Vatican releases their new coin celebrating much of their congregation being injected with a NON vaccine developed using the semi immortal cells of a baby boy murdered in an abortion in the 1960s.,0,0,0,0,0,0,0,0,0,1,vaccine
1824,You still trust these criminals forcing vaccines?,0,0,0,0,1,0,0,0,0,0,vaccine
1825,It's obvious. The vaccine mandate has caused perfectly good doctors and nurses to not work. The pandemic is over and organizations are still making sure professionals are double vaxxed. I received an email about this 1 month ago.,0,0,0,0,1,0,0,0,0,0,vaccine
1826,Ugh. Now this search 'vaccine grateful' has parents virtue signalling their kids getting jabbed. ??,0,0,0,0,0,0,0,0,0,1,vaccine
1827,"Trudeau is a globalist pushing depopulation thru vaccines and abortions. He's a vicious sinner who promotes the murder of helpless infants. Like Pierre, his father before him, Justin is an Atheist. For Pierre, it's too late now. He's been damned and can't reverse it.",0,0,0,0,0,1,0,1,0,0,vaccine
1828,"'I think it was hope that the vaccine would work in that way,' Birx says. They were 'hoping' the vaccine would prevent infection so they instituted mandates, fired and banned people from public life who didn't get. 'Hope' is not a strategy.",0,1,0,0,0,0,0,0,0,0,vaccine
1829,Choose not to get the joke Covid vaccines? Choose to travel freely? Choose WHAT? This? Such a good dictator.,0,0,0,0,1,0,0,0,0,0,vaccine
1830,No we were pointing out the hypocrisy of Democrats who shouted my body my choice about abortion but pushed restrictions on people who didn't want to take the vaccine.,0,0,0,0,1,0,0,0,0,0,vaccine
1831,This is guaranteed? Sophie Trudeau and millions of others got COVID-19 before the vaccination and did not die or even end up in the hospital. How can we say that the vaccine would have prevented her any better than her bodies natural reaction?,0,0,0,1,0,0,0,0,0,0,vaccine
1832,WHO & Gates funded Polio vaccine for UK outbreak,0,0,0,0,0,1,1,0,0,0,vaccine
1833,I hope all men know this effects their bodily autonomy as well and the government/state can decide at any time what you cannot or MUST do medically i.e. mandatory vaccines at the cost of imprisonment,0,0,0,0,1,0,0,0,0,0,vaccine
1834,Liberals wanted control over everyone's bodies when it came to vaccines.,0,0,0,0,1,0,0,0,0,0,vaccine
1835,"It's ALL coming out, in little 'doses' (excuse the pun), all WILL BE REVEALED about this toxic 'vaccine'. Down with Pfizer, Fauci, Gates, Biden, Schaub, WHO, Vaxx Cartel !! The PEOPLE SHALL TRIUMPH !!! The truth shall set you free indeed !!",0,0,0,0,0,0,0,0,0,1,vaccine
1836,That's rich coming from Mr. Vaccine Enforcer ????????????,0,0,0,0,0,0,0,0,0,1,vaccine
1837,The vaccine nazi doesn't actually want you to have rights over your own body. Non of these liberals do. It's just a disingenuous talking point.,0,0,0,0,1,0,0,0,0,0,vaccine
1838,"40,000 National Guard Troops Face Unemployment As Vaccine Deadline Imminent WHAT ABOUT ILLEGALS COMING IN via",0,0,0,0,1,0,0,0,0,0,vaccine
1839,"Aww little sheep, so brainwashed. Did you even read the many many pages of the 'vaccine' you were injected with? I doubt it. You should do some research instead of leaning on others for information. Those same people that were paid to tell people to be lab rats with the jabs.",0,1,0,0,0,0,0,0,0,0,vaccine
1840,"The Devil We Know. 'Alex Jones's message to Trump: 'You are either completely ignorant or you are one of the most evil men that ever lived. Trump told his base the vaccine is okay after brainwashing them not to take it.""",0,0,0,0,0,0,0,0,0,1,vaccine
1841,yall literally wouldnt let him play away games and nobody should be forced to get the vaccine,0,0,0,0,1,0,0,0,0,0,vaccine
1842,Who are you  ? Why is what you say relevant? Lol Does this include the experimental vaccines for your concerts as well? Just asking... also you shouldn't include the lord in your tweets. God is pro life ??,0,0,0,0,0,1,0,0,0,0,vaccine
1843,"COVID EARNED 85,000,000,000 THE FIRST QUARTER OF THE VIRUS FOR ELITES WITHIN THE GOVERNMENTAL BODY IN VACCINE SALES BEING UNLEASHED UPON HUMAN LIFE BY A ROGUE GOVERNMENT UNREPENTANT CAPITALIZING FINANCIALLY FOR GAIN",0,0,0,0,0,1,0,0,0,0,vaccine
1844,Robert F. Kennedy Jr. Continues to Expose Vaccine Nazis,0,0,0,0,0,0,0,0,0,1,vaccine
1845,But you can mandate a fucking useless vaccine and strip me of my rights??? Fuck outta here,0,0,0,0,1,0,0,0,0,0,vaccine
1846,But when it came to vaccines and masks Mr. Murray you called everybody morons who would not comply? Truly incredible that your IQ is lower than your football IQ...,0,0,0,0,0,0,0,0,0,1,vaccine
1847,"Governor I do not know how you sleep at night knowing what you are doing is evil , not understanding why you want to kill unborn babies but you forced people to get vaccines and stand in lines out the cold during Covid.But I guess you don't have heart for people",0,0,0,0,1,0,0,0,0,0,vaccine
1848,This message brought to you by the advocates of 'vaccine mandates or lose your livelihood,0,0,0,0,1,0,0,0,0,0,vaccine
1849,"Dear Sheep, Microwaved mutton.....that's what your vaccines are for. That's why the wolves said no.",0,0,0,0,0,0,0,0,0,1,vaccine
1850,"Except for vaccines so you can travel, work et al",0,0,0,0,1,0,0,0,0,0,vaccine
1851,Nor requiring people to take a 'vaccine' or lose your livelihood!,0,0,0,0,1,0,0,0,0,0,vaccine
1852,Until it comes to the vaccine and they smear people who decided not to get vaccinated ??,0,0,0,0,0,0,0,0,0,1,vaccine
1853,- Pfizer says tweaked COVID-19 shots boost omicron protection - Can I get a refund from airlines if I have COVID? - Army Guard troops risk dismissal as vaccine deadline looms Follow our live updates:,0,0,0,0,0,0,0,0,0,1,vaccine
1854,Remember when people were forced to take an experimental vaccine under threat of being fire and pro abortion were like their happiness was more important than your body.,0,0,0,0,1,0,0,0,0,0,vaccine
1855,Looks like the  vaccine plan is having it's designed effect. ??,0,0,0,0,0,1,0,0,0,0,vaccine
1856,Vaccines are another form of penetration or medical rape in my opinion. The excuse for abortion is to remove evidence of forcible penetration/rape. Typical mentality for a beta like Trudeau. Anything to control women.,0,0,0,0,0,0,0,0,0,1,vaccine
1857,Babies do not need Covid vaccines. Adults didn't either. Vanderbilt will kill this innocent child by withholding a heart transplant over Covid vaccination status. There is no logic left in the world anymore.,0,0,0,0,0,0,0,1,0,0,vaccine
1858,"I said the same thing about not have vaccines jammed up my ass and a mask glued to me face and you cried 'think of the grandmassss', yeah well you can't murder babies. Sorry, not today Satan.",0,0,0,0,0,0,0,1,0,0,vaccine
1859,Then why did you force vaccines on people against their will/,0,0,0,0,1,0,0,0,0,0,vaccine
1860,"Women had rights to their bodily autonomy removed a year ago just to keep their jobs....not one dem. voted against COVID vaccine mandates for those who had to take it just to keep working, but did protect their own by not forcing the mandate on Congress/Senate.",0,0,0,0,1,0,0,0,0,0,vaccine
1861,"Also u guys probably shouldn't have taken medical advice from a software developer who wants to use fake vaccines to LOWER the population! In this full vid Gates says verbatim the population is this, if we do a great job on new vax we can LOWER that by...",0,0,0,0,0,0,0,0,0,1,vaccine
1862,"The REAL aggressors attacking humanity are the vaccine pushers, covid propagandists and governments that terrorize their own citizens",0,0,0,0,0,0,1,0,0,0,vaccine
1863,Dr. Anthony Fauci on COVID vaccines for children Clay Cane Show,0,0,0,0,0,0,0,0,0,1,vaccine
1864,"SO WHERE THE GOVERNMENTS, DOCTORS , HEALTH OFFICIALS THAT MANDATED THE COVID VACCINES, BRIBED ? DID PFIZER COMMIT THE SAME CRIMES AS BEFORE ?",0,0,0,0,0,1,0,0,0,0,vaccine
1865,Chuck those useless bastards out. Army Guard troops risk dismissal as vaccine deadline looms,0,0,0,0,0,0,0,0,0,1,vaccine
1866,A good chunk of the world think they need a vaccine for minor illnesses. The tills of big pharma are over flowing. They would be way more than willing to get a vaccine for a common cold. Shame there is not a vaccine for stupidity.,0,0,0,0,0,1,0,0,0,0,vaccine
1867,NEW: Dr. Anthony Fauci defended COVID-19 vaccines for kids during a White House press briefing Thursday with members of the Biden administration's COVID-19 Response Team.,0,0,0,0,0,0,0,0,0,1,vaccine
1868,Your attack is proof that Freedom of speech is under attack. Freedom to chose what goes into the body is under attack. Any who didn't take the vaccines may have lost jobs. US Government backing Nazis in Ukraine lies to citizens News lies to citizens.Their votes based on lies.,0,0,0,0,1,0,0,0,0,0,vaccine
1869,"Tam's new salary is a steal compared to what the residents of  had to pay for  who spent the better part of 2021 demanding more and more lockdowns and vaccine mandates. He got paid $457,420. But we can't complain about it or Justin Trudeau will chime in",0,0,0,0,0,0,0,0,0,1,vaccine
1870,"Let me remind you that The World Health Organization ,you know the ones that told you to go get vaccine, are promoting teaching children from 0 to 4 about masturbation and 'gender identities' go to page 40 to see the table",0,0,0,0,0,0,0,1,0,0,vaccine
1871,"I don't GAF what she does to HER BODY, but I DO care deeply about what she does to the innocent, defenseless unborn child growing INSIDE her body. AND where were you when women (and men), were being forced to take an experimental vaccine, or lose their livelihood? Their body??",0,0,0,0,1,0,0,1,0,0,vaccine
1872,Same bloke forced a whole country to take a vaccine.,0,0,0,0,1,0,0,0,0,0,vaccine
1873,"Sorry,not really but C'mon people I wish you would have fought for our hero nurses who lost there jobs because they didn't want to take a vaccine there bodies there choice meant nothing but now bridge jumping",0,0,0,0,1,0,0,0,0,0,vaccine
1874,How tone deaf can one fucking asshole be after what he did with the covid vaccines?,0,0,0,0,0,0,0,0,0,1,vaccine
1875,"Have my full time + part time job going, have a ton of vaccine appts, I'm also moving to a new house next Thursday, I have to drive up to Seneca falls on Sunday, I have to sell my Switch, buy suitcases, and do a double shift day at work. Oh well I can rest on the plane. ??",0,0,0,0,0,0,0,0,0,1,vaccine
1876,"Unless you want to work without getting a vaccine, fucking hypocrite piece of shit.",0,0,0,0,1,0,0,0,0,0,vaccine
1877,But don't forget to muzzle your children with masks 8 hours a day and get that forced experimental vaccine or we will have you FIRED and you will not be able to support your family. THAT the government can impose on you.,0,0,0,0,1,0,0,1,0,0,vaccine
1878,"I'm still gob-smacked that people took health advice and cheered on 'vaccines' from a dude who visited a Pedophile island 37 times, thinks he doesn't have to answer for it, tacitly admits it the jab doesn't work, awkwardly laughs about it, and people still roll up their sleeves.",0,0,0,0,0,0,0,0,0,1,vaccine
1879,"Jean Charest misses the point of the display and is a hypocrite. The float was a criticism of Trudeau and Singh's alliance, and was not racially motivated. Secondly, Jean's support of vaccine mandates is discriminatory.",0,0,0,0,0,0,0,0,0,1,vaccine
1880,"@ 4:20  says, 'Hundreds of millions of people took the COVID vaccines. We were told we had to, we'd be fired from our jobs if we didn't.' Is Tucker finally admitting that he's vaccinated and that  threatened to terminate him if he refused?",0,0,0,0,1,0,0,0,0,0,vaccine
1881,*Women deciding they don't wanna get the vaccine* Trudeau: ???????????? *Women letting doctors rip their babies apart limb by limb* Trudeau: so empowering ??????????,0,0,0,0,1,0,0,0,0,0,vaccine
1882,"For anyone believing this rubbish: Study carried out by Imperial known for dodgy modelling and funded by Bill Gates Foundn, WHO and Global Alliance for Vaccines Initiative. In other words - untrustworthy, bias and paid for.",0,0,0,0,0,1,0,0,0,0,vaccine
1883,"A study written by Bill Gates-sponsored Imperial college, confirms that Bill Gates-sponsored vaccines saved 21,345,678 lives. I totally believe it of course",0,0,0,0,0,0,0,0,0,1,vaccine
1884,Wonder why she pushed the vaccine then?? Was she getting royalty payments too?,0,0,0,0,0,1,0,0,0,0,vaccine
1885,That's what's important right Trudeau size of 'our Jet' as you have now a legacy of being a dictator how you destroyed Canadians lives for not obeying you and not taking the vaccine. As for the other one beside you you are both pathetic and disgusting leaders,0,0,0,0,1,0,0,0,0,0,vaccine
1886,Up to date? The old polio vaccine worked fine for 40 years until Bill Gates Corp created a new one for Africa which is a failed vaccine,0,0,0,1,0,0,1,0,0,0,vaccine
1887,Coming from you who wants vaccine mandates and discriminates covid unvaccinated? ??,0,0,0,0,0,0,0,0,0,1,vaccine
1888,These are the ones pushing mandatory vaccines on you. ??,0,0,0,0,0,0,0,0,0,1,vaccine
1889,"You forfeited your 'my body my choice' right when democrats called for mandatory vaccines, or jail, lose your job and removal of my children. You don't support me, i don't support you.",0,0,0,0,1,0,0,0,0,0,vaccine
1890,That's because the vaccine makes money and it's basically a placebo for dumb people who probably still believe in fairies,0,0,0,0,0,1,0,0,0,0,vaccine
1891,Pandemic of the unvaccinated? Use OSHA? Force pregnant women to take vaccine or lose job? hyperbole? Not likely.,0,0,0,0,1,0,0,0,0,0,vaccine
1892,"Up to 60,000 Army Reservists, Guard risk dismissal as vaccine deadline looms | Morning in America NewsNation",0,0,0,0,0,0,0,0,0,1,vaccine
1893,"This ruling opened the door to allowing the government to force vaccines on us for real. Not just threatening to lose your job, but be jailed for not being vaccinated. We have even less bodily autonomy now. That's a right I'm worried about.",0,0,0,0,1,0,0,0,0,0,vaccine
1894,Like with the vaccine mandates and firings???,0,0,0,0,1,0,0,0,0,0,vaccine
1895,Tyrant Justin Trudeau Weeps Over US Women 'Losing' the Right Over Their Bodies - After Forcing Every Person in Canada to Receive Experimental Vaccine,0,0,0,0,1,0,0,0,0,0,vaccine
1896,"This Canadian pastor tells his parishioners how health officials donated $50,000 to the Church to promote vaccines. 50,000 for a small parish... Imagine the Vatican or an influential media?",0,0,0,0,0,1,0,0,0,0,vaccine
1897,MAGA man gripes about getting fired over masks and vaccines - never mind that he was his own boss (video),0,0,0,0,1,0,0,0,0,0,vaccine
1898,"Keep your eye on this topic. The NWO plans eternal vaccines around as a way to enslave us. Rogue task force under DJT! These vaxx weren't even effective. People lost their homes, livelihoods and friends over mandates. Good work JJ for the good fight.",0,0,0,0,1,0,0,0,0,0,vaccine
1899,Y'all all evil. No abortions forced vaccines fuckin weirdos both parties evil,0,0,0,0,0,1,0,0,0,0,vaccine
1900,I just can't!...these same people pushed the mandatory Covid vaccines.,0,0,0,0,0,0,0,0,0,1,vaccine
1901,WHO rejects Medicago vaccine funded by $173 million from Trudeau government | National Post,0,0,0,0,0,0,0,0,0,1,vaccine
1902,it seems that the Roman Catholic supreme Court and the U.N. population control panel has to end women's right to choose so they can force the vaccine and completely wipe out all the white babies,0,0,0,0,1,0,0,1,0,0,vaccine
1903,This has always been the plan. Putting more power in the hands of corporations. First they say without vaccines you can't earn a living. Now they make you even more dependent on them to continue living whilst paying the politicians to ensure this happens.,0,0,0,0,1,1,0,0,0,0,vaccine
1904,"PLEASE. If you've taken the ?????? START DETOXING. ((Ivermectin can help heal you!)! Why do you think Fuhrer Fauci, big pharma & the administration are proclaiming only the vaccines work?!",0,0,0,0,0,0,0,0,0,1,vaccine
1905,"Did Pfizer/Moderna pay for this post? The mRNA vaccines are garbage, as per the CDC's own infection rate stats.",0,0,0,0,0,1,0,0,0,0,vaccine
1906,EVIL: Doctor Reportedly Refuses Care To 6-Month-Old Baby Over Vaccine Status Words fail me. Other than I had upper division bio classes with this ilk. They have serious empathy issues. They don't have any. No Hippocratic Oath for this one?,0,0,0,0,0,0,0,1,0,0,vaccine
1907,"If a pro-baby killing politician forced you to take a vaccine, my DMs are open.",0,0,0,0,1,0,0,0,0,0,vaccine
1908,Trudeau calls U.S. court decision overturning Roe v. Wade 'horrific' But mandates vaccines or lose your job ladies,0,0,0,0,1,0,0,0,0,0,vaccine
1909,MANY women and men lost their jobs and livelihoods because they didn't get the vaccine ... so not really a choice. More like COERCION. TAKE THE VAX OR GET FIRED.,0,0,0,0,1,0,0,0,0,0,vaccine
1910,He has full control of women's bodies when he coerces them to get the vaccine or lose their jobs and ability to travel,0,0,0,0,1,0,0,0,0,0,vaccine
1911,Trudeau says gov can't tell women what to do with bodies after enforcing vaccine mandate,0,0,0,0,1,0,0,0,0,0,vaccine
1912,Yet you forced millions of Americans to take an unapproved vaccine with their jobs on the line sounds hypocritical to me,0,0,1,0,1,0,0,0,0,0,vaccine
1913,"So happy players and celebrities are finally taking a stand on vaccine mandates and the attack on people's livelihoods who thought exactly, that it was 'Their body, their choice, PERIOD'.",0,0,0,0,1,0,0,0,0,0,vaccine
1914,What happened to the freedom of the American People that was forced to take the Covid Vaccine. STHU! PUPPET MASTER,0,0,0,0,1,0,0,0,0,0,vaccine
1915,You're lying dumbasses. You supported injecting people with unproven vaccines. STFU.,0,0,1,0,0,0,0,0,0,0,vaccine
1916,Natural immunity is superior to vaccine induced immunity.,0,0,0,1,0,0,0,0,0,0,vaccine
1917,"WHO stand for World Health Organization, they produce Diseases every year since 70's, Basically, they are deleting Blacks Brown peoples through injection vaccines, eat organic natural foods,",0,1,0,1,0,1,0,0,0,0,vaccine
1918,"From the published UK report: vaccine surveillance week 42 'The unvaccinated, on the other hand, will gain lasting, if not permanent, immunity to all strains of the alleged virus after being naturally infected with it even once.'",0,0,0,1,0,0,0,0,0,0,vaccine
1919,your kidding right? read the link in this to discover that the Vaccines don't work and make you weaker after a few weeks. Children have the strongest natural immunities.,0,0,0,1,0,0,0,0,0,0,vaccine
1920,"Natural immunity offers greater COVID protection than vaccines, study finds. So why again are we vaccinating 3 yr olds?",0,0,0,1,0,0,0,0,0,0,vaccine
1921,"Lockdowns didn't do squat, masks didn't do squat, vaccines didn't do squat... letting it run it's course naturally would have been the fastest, least damaging method to deal with it.",0,0,0,1,0,0,0,0,0,0,vaccine
1922,"Here is an illustration of what the blood clots really are, Alan. And here is a description of natural immunity being 13X more effective than vaccine immunity:",0,0,0,1,0,0,0,0,0,0,vaccine
1923,"Between the vax-induced myocarditis, the indisputable fact that vaccines don't prevent transmission, and the anti-science denial of the efficacy of natural immunity, all covid vax mandates for children and young adults should be abolished immediately.",0,0,0,1,0,0,0,1,0,0,vaccine
1924,natural immunity is the best form of defence against covid19? A study from John Hopkins university published in Sept 2021 found it to be up to 27 times better than any vaccine. Why not comment on why there are more vaccinated persons in hospital than unvaccinated.,0,0,0,1,0,0,0,0,0,0,vaccine
1925,"maybe you aren't looking in the right places. These vaccines are a negative cost/benefit for most people, particularly those with natural immunity.",0,0,0,1,0,0,0,0,0,0,vaccine
1926,And your Forced VACCINE prevents nothing! Only in your head! It has not stopped the SPREAD anywhere! And people like you never talk about the side effects nor natural immunity! BUT ABORTION is not Reproductive Rights...it is MURDER plain and simple!,0,0,0,1,0,0,0,0,0,0,vaccine
1927,"The vaccines appear to be crippling their body's natural immune response. And they've been denied (or convinced to reject) known cheap and effective meds, so no surprise.",0,0,0,1,0,0,0,0,0,0,vaccine
1928,"Novak Djokovic is a pure, natural competitor. He avoids modern advances like surgery or vaccines, which he believes “pollute” his God-given body. So it's of no surprise that his career wholly depends on advanced shoe tech giving him the unnatural ability to slide on hardcourts.",0,0,0,1,0,0,0,0,0,0,vaccine
1929,Did youbforget that Natural immunity from infection provides robust natural immunity thats lasting? Not like your garbage rushed “Vaccines” that offer short libed minor reduction in severity and dont stop you getting Covid multiple times like JT in a few months time. Wake Up!,0,0,1,1,0,0,0,0,0,0,vaccine
1930,Did you get polio after your polio vaccine? I think not! You are jabbed and you are still sick ?The logical conclusion is the jab is not a vaccine and it is affecting your immune response. Covid sickness = natural immunity if not your immune system is damaged,0,0,0,1,0,0,0,0,0,0,vaccine
1931,"Decision to take a vaccine has to be a personal one Based on age, health, and existing immunity levels from a previous infection, aka natural immunity Continuing to pretend that natural immunity doesn't exist is utterly stupid One size does not fit all",0,0,0,1,1,0,0,0,0,0,vaccine
1932,"They can't hide the TRUTH on natural immunity anymore. Once again it is shown that vaccines are just a business, because those who have been infected are immunologically stronger without vaccines, the mobility pass is nothing more than social control",0,0,0,1,0,1,0,0,0,0,vaccine
1933,"The Lancet says: The risk of repeat Covid infection among those who had had the virus decreased by 80.5 to 100%. Astonishing proof that natural infection is superior to the vaccine. Yet, still, the mainstream media won't mention it ?",0,0,0,1,0,0,0,0,0,0,vaccine
1934,'Just a sore arm' was a lie while ignoring the the fact natural immunity was better. How can parents trust these vaccines for their kids?,0,0,0,1,0,0,0,0,0,0,vaccine
1935,Kim Iversen: Latest Pfizer VAX DATA DUMP Shows Natural Immunity WORKS. A... via  the first 3 minutes is Pfizer admitting that there was no requirement for you  to have the vaccine....continue watching...PROFIT OVER HEALTH!!!!!!,0,0,0,1,0,1,0,0,0,0,vaccine
1936,"... millions of people lost their jobs despite having natural immunity and vaccines failing to stop the spread. Whether the reason politics, corruption, or both, the public health sector's response to the Covid-19 pandemic has been completely unacceptable",0,0,0,1,1,0,0,0,0,0,vaccine
1937,"Did he tell you that we're done with taking deadly trial vaccines? We ONLY rely on our African natural immunity, the sure trusted way to defeat any manufactured pandemic! I guess he did tell you that!",0,0,1,1,0,0,0,0,0,0,vaccine
1938,"Maybe because they are young, healthy, and probably already had covid giving them natural immunity. Why take an experimental vaccine when you check all 3 boxes",0,0,0,1,0,0,0,0,0,0,vaccine
1939,I researched this! The current vaccines give more short-lived IgG antibodies while natural immunity gives more longer lived RBD antibodies!(doctors know this),0,0,0,1,0,0,0,0,0,0,vaccine
1940,"Thank you Emma,  The train is coming with fully loaded stock cars... Vaccines have seemingly lost their efficacy, albeit may reduce disease severity.... Guess we're about to find out💀💀🦠🦠🥴🥴",1,0,0,0,0,0,0,0,0,0,vaccine
1941,"Small Pox was a horrid disease & if MonkeyPox comes from the same virus, I sure as hell don't want it! Small Pox was eradicated in 1972. I guess we are going to become card carrying vaccine ppl. JMJ! What next!",1,0,0,0,0,0,0,0,0,0,vaccine
